,Name,Company,Location,Salary,Experience,Type,Field,Posted,Updated,Skill Required,Link
180,Senior Optimization Executive (Performance Marketing),PMAX,"Quận 1, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,1 month ago,31 days ago,"Problem Solving And Time Management, Digital Marketing, Analytical Skills, Project Management, Entrepreneurship",https://glints.com/vn/opportunities/jobs/senior-optimization-executive-performance-marketing/5fbe7353-12a3-4b62-ba96-a441b0858b5c
181,NHÂN VIÊN KINH DOANH,TCG Việt Nam,"Hà Nội, Vietnam",,,Việc làm fulltime,Business Development / Sales,3 months ago,3 months ago,"Đam Mê Kinh Doanh, Chăm Chỉ, Chịu Được Áp Lực",https://glints.com/vn/opportunities/jobs/nhan-vien-kinh-doanh/79df9fcc-1262-456c-8b27-d09382e7acf9
182,QA Engineer,Fetch Technology,"Da Nang, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,10 days ago,10 days ago,"Fast Learner, Highly Organized, Fast adapted",https://glints.com/vn/opportunities/jobs/qa-engineer/7dacb22a-1a76-48e9-923d-59a8ee7221e6
183,QA Engineer,Fetch Technology,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,10 days ago,10 days ago,"Fast Learner, Fast adapted, English and Indonesian",https://glints.com/vn/opportunities/jobs/qa-engineer/42b0e2a9-f819-452b-a7bf-07821fd25cf7
184,Warehouse Supervisor,Annam Group,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Operations,4 months ago,30 days ago,"	Good team player, 	Good planning  organization ski, 	Trust, honesty  pro-activeness, 	Have ability to work with numbe, 	Good supervisory skills, 	Effective communication at all , Fast-Moving Consumer Goods (FMCG)",https://glints.com/vn/opportunities/jobs/warehouse-supervisor/b26d6390-2559-49f3-bef4-27e207228939
185,Digital Marketing Executive,Finjobs,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,9 days ago,8 days ago,"Digital Marketing, Social Media, Analytical Skills, Good Problem Solving Skills",https://glints.com/vn/opportunities/jobs/digital-marketing-executive/b08dd23a-d771-4df6-af53-a188ead1f6cf
186,Mobile Developer - Lập Trình Di Động,Melisoft Technology Company Limited,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,2 months ago,1 month ago,"JavaScript, React Native, React Native Mobile Apps",https://glints.com/vn/opportunities/jobs/mobile-developer-lap-trinh-di-dong/17609010-d49a-4bf7-be64-33722be19ad2
187,Chuyên viên Tư vấn Cho thuê Căn hộ Cao cấp,Công Ty Tnhh Đầu Tư Dịch Vụ Bất Động Sản 168 Property,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,6 months ago,5 days ago,"Call Center, Marketing Communications, Cold Calling, Sales and Marketing, Sales Management, Communication, Sales, Sales Presentations, Good Communication Skills, Sales Marketing",https://glints.com/vn/opportunities/jobs/chuyen-vien-tu-van-cho-thue-can-ho-cao-cap/eefdf391-757d-4417-b8c9-9ec02995e48c
188,Agency Partnership Manager,Tiktok,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,5 months ago,4 months ago,"Tiktok Marketing, Social Media Marketing, Manage Digital Marketing Campaign",https://glints.com/vn/opportunities/jobs/agency-partnership-manager/80b9ca16-ed6b-4f40-87d7-ced59eca53ac
189,Nhân viên tư vấn tuyển sinh,SAPP Academy,"Quận 1, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,2 days ago,"Cold Calling, Direct Sales, Sales",https://glints.com/vn/opportunities/jobs/nhan-vien-tu-van-tuyen-sinh/7585f334-07d8-461b-84d7-45790c70f36e
190,Chuyên Viên Sale Admin - CSKH,Ceo Holding,"Hà Nội, Vietnam",,,Việc làm fulltime,Business Development / Sales,4 months ago,4 months ago,"Trung Thực, chịu được áp lực cao, Sáng Tạo",https://glints.com/vn/opportunities/jobs/chuyen-vien-sale-admin-cskh/097647ce-59bb-48d9-ae6a-c26f3abda5f1
191,Frehsher/Junior Oracle Developer,Gimasys,"Hà Nội, Vietnam",,,Việc làm fulltime,Software Engineering,2 months ago,1 month ago,"MySQL, Java, Tư Duy Logic, C#",https://glints.com/vn/opportunities/jobs/frehsher-junior-oracle-developer/d6df1297-32d9-4bd6-b218-9f2cf9f9fda5
192,Software Engineer (Reliability),Fetch Technology,"Da Nang, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,10 days ago,10 days ago,"English Communication, Self-motivated, Team Player",https://glints.com/vn/opportunities/jobs/software-engineer-reliability/cb9620ac-a8d3-4b15-8047-5141baf337bb
193,Software Engineer (Reliability),Fetch Technology,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,10 days ago,10 days ago,"Highly Self-motivated, Good Engish Skill, Team Player",https://glints.com/vn/opportunities/jobs/software-engineer-reliability/2da6bd5d-1453-4673-9dc8-e0f82a557933
194,Software Engineer (Reliability),Fetch Technology,"Hà Nội, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,10 days ago,10 days ago,"Good English communication skills, Self-motivated, Team Player",https://glints.com/vn/opportunities/jobs/software-engineer-reliability/d9c05b49-bd2b-4527-a2a0-1835d8bf493f
195,SEO Specialist (Remote/Hybrid Working),Glints Vietnam,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Other,15 days ago,15 hours ago,,https://glints.com/vn/opportunities/jobs/seo-specialist-remote-hybrid-working/98e7eec8-f397-43fd-8cb1-55cf5c443d16
196,Chuyên Viên Tư Vấn Khóa Học Online,GoEdu Academy,"Hà Nội, Vietnam",,,Việc làm fulltime,Business Development / Sales,5 months ago,5 months ago,"Giao Tiếp Tốt, Chủ Động Và Ham Học Hỏi, Giọng Nói Dễ Nghe",https://glints.com/vn/opportunities/jobs/chuyen-vien-tu-van-khoa-hoc-online/1c3ca736-5225-4aba-9632-b05a85870a6b
197,Chuyên viên tư vấn cưới - Wedding Stylist B2B,Weddingbook Saigon,"Quận 10, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,1 month ago,"Telesales, Good Communication, Computer Skills, Consulting",https://glints.com/vn/opportunities/jobs/chuyen-vien-tu-van-cuoi-wedding-stylist-b2b/a65e8964-cc9f-40c5-ab37-01bbed0e10e9
198,Sales,Mcv Corporation,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,6 months ago,15 days ago,"Microsoft Office, Google Ads, Sales Marketing",https://glints.com/vn/opportunities/jobs/sales/e2d6f409-02ea-4c58-af70-d8e6d4cace6b
199,Thực Tập Sinh Supply Planning,CJ Foods Vietnam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Thực Tập,Business Development / Sales,8 months ago,4 days ago,"Work Under Pressure, Adobe Creative Suite, Visual Basic, Data Visualization, Supply Chain Management, Customer Support, Logistics/supply Chain, Supply Management, Quality Assurance, Supply Chain, Demand & Supply Planning, Technical Support, Logistic Supply Chain, Supply Chain Optimization, Consulting, Management Supply Chain",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-supply-planning/76dc548e-74ae-467c-b736-5a2e9feb8ba6
200,Nhân viên Kinh doanh Thẻ VipID,Công ty Cổ phần Tập đoàn GCO -GCO Group,"Hà Nội, Vietnam",,,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Sales and Marketing, Tin Học Văn Phòng Cơ Bản, Sales",https://glints.com/vn/opportunities/jobs/nhan-vien-kinh-doanh-the-vipid/ba1c30c7-0873-469d-98f1-98e9e29f026f
201,Software Developer (from freshman to senior),Cazoodle Việt Nam,"Hà Nội, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Software Engineering,26 days ago,26 days ago,"JavaScript, MySQL, Bash Shell, Mysql Database, Python, Elasticsearch, PHP, SQL Hadoop",https://glints.com/vn/opportunities/jobs/software-developer-from-freshman-to-senior/ffe87602-2f29-4fcf-8556-812aca4a7cbb
202,Nhân Viên Kinh Doanh BĐS,TẠO TÍN PHÁT,"Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Business Development / Sales,9 days ago,9 days ago,"Chăm Chỉ, Giao Tiếp Tốt, Chủ Động Và Ham Học Hỏi, Laptops",https://glints.com/vn/opportunities/jobs/nhan-vien-kinh-doanh-bds/ec685c7f-f155-4954-949f-ecd30e11f562
203,Sales Assistant,MNET MEDIA CORPORATION,"Quận 1, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"Customer Relations, Sales and Marketing, Sales Management, Sales Operations, Sales, Sales Presentations, B2b Sales, Sales Marketing",https://glints.com/vn/opportunities/jobs/sales-assistant/e44c840f-6c3c-4174-bdc6-146039959943
204,NHÂN VIÊN TELESALE (TƯ VẤN KHÓA HỌC TIẾNG ANH) ,CÔNG TY TNHH PHÁT TRIỂN AROMA,"Hà Nội, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Education,22 days ago,21 days ago,"Telesales, Telecommunications, Good Communication Skills",https://glints.com/vn/opportunities/jobs/nhan-vien-telesale-tu-van-khoa-hoc-tieng-anh/40774a06-40b1-45c4-97b4-8f9702146230
205,NHÂN VIÊN TƯ VẤN BẤT ĐỘNG SẢN,Công ty cổ phần công nghệ và đầu tư HAY,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,,Việc làm fulltime,Business Development / Sales,2 months ago,2 months ago,"Patience and Friendly, Good Communication Skills, Good Talking",https://glints.com/vn/opportunities/jobs/nhan-vien-tu-van-bat-dong-san/db49f5c1-f821-4770-9b35-16ef03079159
206,Chuyên Viên Phân Tích Nghiệp Vụ - Khối Nguồn Vốn,Công ty Cổ phần Chứng khoán VNDIRECT,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Finance,12 days ago,9 days ago,"Microsoft Excel, Finance, Analytical Skills",https://glints.com/vn/opportunities/jobs/chuyen-vien-phan-tich-nghiep-vu-khoi-nguon-von/43edfed4-8431-4af3-9613-aadd75124f2c
207,[HN] Security Engineer Intern- Infrastructure,TIKI,"Hà Nội, Vietnam",,,Thực Tập,Software Engineering,3 months ago,2 months ago,"Critical Thinking Skills, Security, Coding Skills",https://glints.com/vn/opportunities/jobs/hn-security-engineer-intern-infrastructure/bd6dc31c-3667-4519-93e5-f811dd217f9e
208,Performance Marketing Executive (Junior),Spiderbox Design,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Marketing,3 months ago,yesterday,"Performance Marketing, English Speaking, Facebook Ads",https://glints.com/vn/opportunities/jobs/performance-marketing-executive-junior/277e67e5-0fd4-48dd-9931-5376c474ba46
209,QC/ TESTER,"BAP IT Co., JSC","Quận 10, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,10 days ago,10 days ago,"MySQL, Manual Testing, SQL, Test Automation",https://glints.com/vn/opportunities/jobs/qc-tester/2243e195-5dde-46c3-9b9d-363e84ce0926
210,Senior Java Developer,HR Department,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,6 months ago,4 months ago,"Java Web, Experience working with Git, Strong with Java Core, ORM, Experience with RDBMS, Web Application Development",https://glints.com/vn/opportunities/jobs/senior-java-developer/b3c5389f-338f-4af3-82af-2db735b3c654
211,Blockchain Developer,"Playground., Ltd","Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,1 month ago,1 month ago,"Blockchain / Smart Contract, Blockchain Knowledge, Blockchain Technology",https://glints.com/vn/opportunities/jobs/blockchain-developer/c08b3c9f-7f26-48a5-8d46-f14d45140d4c
212,PHP Developer,"Playground., Ltd","Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,1 month ago,1 month ago,"SQL, Php Laravel, JSON",https://glints.com/vn/opportunities/jobs/php-developer/3c64f581-7868-48cb-92b9-f24a70df25c6
213,NHÂN VIÊN TELESALES BĐS (PART-TIME),Phú Tài Land,"Hà Nội, Vietnam",,,Việc làm part time,Business Development / Sales,1 month ago,1 month ago,"Đam Mê Kinh Doanh, Chủ Động Và Ham Học Hỏi, Nhanh Nhẹn",https://glints.com/vn/opportunities/jobs/nhan-vien-telesales-bds-part-time/f108b064-9041-4068-ba33-8d8dbe4d6962
214,Nhân viên Telesale Part time,Tân Đại Thành Group,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm part time,Business Development / Sales,1 month ago,1 month ago,"Telesales, Telephone Skills, Telecommunications",https://glints.com/vn/opportunities/jobs/nhan-vien-telesale-part-time/42e18e5f-90a0-429f-82de-e4311402f2c1
215,Senior Performance Executive ,Publicis Groupe Vietnam,"Quận 4, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Media & Communications,2 months ago,1 month ago,"Performance Marketing, Facebook Ads, Digital Media Marketing, Google Ads",https://glints.com/vn/opportunities/jobs/senior-performance-executive/ab8278ac-bd55-4358-9512-cfa33f5aad5e
216,Customer Success Specialist,Công Ty Cổ Phần Công Nghệ Haravan,"Quận 11, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,5 months ago,12 days ago,"Marketing, Facebook Ads, Sales, Google Ads, Sales Marketing",https://glints.com/vn/opportunities/jobs/customer-success-specialist/6c06e857-417e-457c-8884-f65bc685363c
217,Thực Tập Sinh Công Nghệ Thông Tin,TMA Solutions,"Quận 12, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Software Engineering,1 month ago,3 days ago,".NET, Java, Tester, Developer",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-cong-nghe-thong-tin/7c010c9a-541c-4004-8921-44586502bfb1
218,Database Engineer,Fetch Technology,"Da Nang, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,10 days ago,10 days ago,"MySQL, Analytical Skills, Creative Thinking Skills",https://glints.com/vn/opportunities/jobs/database-engineer/cff21a66-fdab-42ab-8314-9c6dad0aaa34
219,Database Engineer,Fetch Technology,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,10 days ago,8 days ago,"Interpersonal Skills, MySQL, Analytical Skills",https://glints.com/vn/opportunities/jobs/database-engineer/d9fe0eb1-222e-4ecb-be0b-b48167f2e746
220,Database Engineer ,Fetch Technology,"Hà Nội, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,10 days ago,10 days ago,"MySQL, Analytical Skills, Interpersonal Skills.",https://glints.com/vn/opportunities/jobs/database-engineer/11bc72ea-fc69-4179-8aeb-0de4277bb5d0
221,Quality Assurance (QA) -  App Social Video,Manpowergroup Việt Nam,"Quận Tân Bình, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Operations,12 days ago,12 days ago,"Advance Microsoft Excel, Good English communication skills, Strong Analytical Skills, Microsoft Office",https://glints.com/vn/opportunities/jobs/quality-assurance-qa-app-social-video/1d43a6e8-a253-46bd-98ca-2eac5085fbf2
222,Database Engineer (1000 - 1300 USD),Fetch Technology,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,11 days ago,11 days ago,"Interpersonal Skills, MySQL, Good troubleshooting and problem",https://glints.com/vn/opportunities/jobs/database-engineer-1000-1300-usd/fa9f4983-c4db-4637-a8fc-3b5912a0ad02
223,Database Engineer (1000 - 1300 USD),Fetch Technology,"Hà Nội, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,11 days ago,11 days ago,"Interpersonal Skills, MySQL, Strong Analytical Skills",https://glints.com/vn/opportunities/jobs/database-engineer-1000-1300-usd/b85a019d-e59b-450f-b25e-34c2bf2a419f
224,Kế Toán Trưởng (IT Company),Ez Games,"Quận Phú Nhuận, Ho Chi Minh City, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Finance,9 days ago,8 days ago,"Problem Solving And Time Management, Analytical Skills, Strong Communication And Interpersonal Skills, Logical Thinking",https://glints.com/vn/opportunities/jobs/ke-toan-truong-it-company/44b75c67-e02f-4743-8f39-6b9b48104bd6
225,Nhân Viên Marketing Google Ads,CÔNG TY CỔ PHẦN CEO THỦ ĐÔ HOLDING,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,4 months ago,1 month ago,"Marketing, Làm Việc Dưới Áp Lực, Youtube Ads, Quản Lý Công Việc, Instagram Ads, Facebook Ads, Google Ads, Tư Duy Chiến Lược, tiktok ads",https://glints.com/vn/opportunities/jobs/nhan-vien-marketing-google-ads/b7548583-4e52-4d44-9096-0c69d89068a4
226,QA Engineer,Fetch Technology,"Hà Nội, Vietnam",,,Việc làm fulltime,Software Engineering,10 days ago,10 days ago,"Fast Learner, Fast adapted, Indonesian and English , Soft skills",https://glints.com/vn/opportunities/jobs/qa-engineer/737b9576-9d3e-4b41-8d74-79e0bdf71861
227,Software Solution Specialist,Công ty Cổ phần Công nghệ Bằng Hữu (AMIGO),"Hà Nội, Vietnam",,,Việc làm fulltime,Software Engineering,1 month ago,1 month ago,"Tinh Thần Trách Nhiệm, Cntt, Làm việc độc lập và nhóm",https://glints.com/vn/opportunities/jobs/software-solution-specialist/0de61836-f27a-4d4f-adff-880ae1e557b5
228,Digital Marketing - Performance Marketing Executive,ZOOMCAR VIETNAM MOBILITY LLC,"Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,5 months ago,11 days ago,"Digital Illustration, Digital Campaign, Digital Marketing, Digital Photography, Social Media Management, Digital Advertising, Data Analysis",https://glints.com/vn/opportunities/jobs/digital-marketing-performance-marketing-executive/910022be-bef1-4666-a2aa-8fba442f59ca
229,BUSINESS ANALYST,Vascara Group,"Quận 3, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Other,12 days ago,11 days ago,"Quen thuoc voi cac he thong van , layout  wireframe  mockup Axure,, su dung cong cu database nhu SQL",https://glints.com/vn/opportunities/jobs/business-analyst/f80a302e-a110-422f-8b19-d1ac23ae616b
230,DIGITAL MARKETING EXECUTIVE FULL-TIME,Younet Media,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,5 months ago,5 days ago,"Digital Illustration, Digital Campaign, Digital Marketing, Digital Photography, Digital Strategy, Digital And Ecommerce, Digital Media, Digital Advertising, Digital Imaging, Manage Digital Marketing Campaign",https://glints.com/vn/opportunities/jobs/digital-marketing-executive-full-time/8badd9f1-c358-46a1-a612-350ab23dceab
231,C&B Specialist,Cj Cgv Việt Nam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Human Resource,4 months ago,24 days ago,"Mircosoft Office, Detailed Oriented, Analytical Skills, Project Management, Good Communication Skills, Strategic Planning, Organizational Leadership",https://glints.com/vn/opportunities/jobs/c-and-b-specialist/54eb3d58-5083-4d08-b24d-95e3bfbd52d0
232,Human Resources Manager,Seadev,"Da Nang, Vietnam",,5 - 10 năm kinh nghiệm,Việc làm fulltime,Human Resource,3 months ago,2 months ago,"HR & Payroll, Compensation and Benefits, Project Management, Labour Law, Talent Acquisition, Employment Law, Human Resource Management, Talent Management",https://glints.com/vn/opportunities/jobs/human-resources-manager/2a757f9d-a5ca-42ae-969b-c7c9f9466598
233,CHUYÊN VIÊN TƯ VẤN TUYỂN SINH ( 10-15 TRIỆU/THÁNG),Thẩm mỹ quốc tế Linh Anh,"Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,2 months ago,19 days ago,"Tư Vấn Tuyển Sinh, Chăm Sóc Khách Hàng, Tư Vấn",https://glints.com/vn/opportunities/jobs/chuyen-vien-tu-van-tuyen-sinh-10-15-trieu-thang/453bbc25-7607-4e40-9afa-c6d648700585
234,Accountant,Annam Group,"Quận 1, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Finance,5 months ago,30 days ago,"	Experience in trading, retail n, 	Professional appearance and fri, 	1-3 years of experience as an a, 	Degree qualified in Accounting , 	Good personal grooming and atti, 	High level of ethics and confid, 	Attention to detail and high le",https://glints.com/vn/opportunities/jobs/accountant/9c60a6b8-50a7-40fa-a9dd-28fbe89737a8
235,Fullstack Developer,DIGI-TEXX,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Software Engineering,5 months ago,3 months ago,"Node.js, JavaScript, ReactJS, Python Programming, Restful Api",https://glints.com/vn/opportunities/jobs/fullstack-developer/10ae8ba5-fe93-45e4-b7fd-819dfadd8dfb
236,Receivable Accountant,Magna Management Asia (mma),"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Finance,6 months ago,30 days ago,"Accounts Receivable, Finance Accounting, Good Communication Skills",https://glints.com/vn/opportunities/jobs/receivable-accountant/6c2b5040-5056-4918-ae07-0fd7c849299b
237,Payable Accountant,Magna Management Asia (mma),"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Finance,6 months ago,30 days ago,"Accounting, Account Payable, Good Communication Skills",https://glints.com/vn/opportunities/jobs/payable-accountant/96ceb0b4-6016-440b-9dad-234e6131ef9c
238,Sales Assistant,Mcv Corporation,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,6 months ago,1 month ago,"Sales Operations, Multitasking, Good Communication Skills",https://glints.com/vn/opportunities/jobs/sales-assistant/1604e788-fdb6-4a92-ad6f-990162fa001d
239,Senior Marketing ,"Playground., Ltd","Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Marketing,1 month ago,1 month ago,"Marketing, Digital Marketing, Leadership",https://glints.com/vn/opportunities/jobs/senior-marketing/34190dfd-ff76-41f3-9b3a-6d0ef66a5d05
240,ACCOUNT ASSOCIATES (BUSINESS DEVELOPMENT,Unios Vietnam,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,5 months ago,5 months ago,"Marketing Communications, Project Planning, Social Media Marketing, Digital Marketing, Project Management, Account Management, Good Communication Skills, Lobby & Negotiation skill",https://glints.com/vn/opportunities/jobs/account-associates-business-development/9fa0d91a-dfdb-4911-bab2-7d70b61aa72d
241,Thực Tập Sinh Tuyển Dụng - Hà Nội,Công ty CP Giáo dục và Đào tạo IMAP Việt Nam,"Hà Nội, Vietnam",,,Thực Tập,Human Resource,12 days ago,12 days ago,"Chăm Chỉ, Chịu Khó, Sinh Viên Năm Cuối",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-tuyen-dung-ha-noi/cd1b9c5a-fabe-4a26-823a-4c0f01aa84d2
242,Content Leader (Trưởng phòng),THE FANSI,"Thành phố Thủ Đức, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,1 month ago,1 month ago,"Creative Concept, Content Writing, Content Marketing",https://glints.com/vn/opportunities/jobs/content-leader-truong-phong/961bf072-ee6c-4da6-ba1a-9d37287bb693
243,Digital Marketing (Google Ads),Base.vn,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,2 months ago,2 months ago,"Content Writing, Google Ads, Google Analytics",https://glints.com/vn/opportunities/jobs/digital-marketing-google-ads/682da80c-570c-4a0f-be77-b3c059facf63
244,Digital Marketing (Facebook ads),Base.vn,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Marketing,2 months ago,26 days ago,"Content Writing, Graphic Design, Facebook Ads",https://glints.com/vn/opportunities/jobs/digital-marketing-facebook-ads/f04085cd-cd03-46e2-8481-33402329afbb
245,Project manager - BS,Gimasys,"Hà Nội, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Software Engineering,2 months ago,2 months ago,"Data Warehousing, Tiếng Anh, Project Management",https://glints.com/vn/opportunities/jobs/project-manager-bs/ec0ea713-1b6c-4e69-b9b8-8868f59c5761
246,[GRABLINGO] TUYỂN DỤNG CHUYÊN VIÊN TƯ VẤN TUYỂN SINH,CÔNG TY TNHH CÔNG NGHỆ GIÁO DỤC GRABLINGO,"Quận Tân Bình, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,1 month ago,1 month ago,"Active Listening, Handle Situations, Good Communication Skills",https://glints.com/vn/opportunities/jobs/grablingo-tuyen-dung-chuyen-vien-tu-van-tuyen-sinh/8b64019b-8714-4a5e-8bad-9e79f932e2a4
247,Accountant Part time/ Intern,Monsieurluxe Brand,"Quận 7, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Thực Tập,Finance,5 months ago,19 days ago,"	Analytical skills and can think, 	Loves figures, Multi task, Resp, 	Good at computing skills Micros",https://glints.com/vn/opportunities/jobs/accountant-part-time-intern/2512c559-6ba1-43bc-aa25-63f05619c158
248, Financial Planning - Analysis,Marathon Education,"Quận Bình Thạnh, Ho Chi Minh City, Vietnam",,3 - 5 năm kinh nghiệm,Việc làm fulltime,Finance,3 months ago,18 days ago,"Corporate Finance, Financial Analysis, Financial Reporting, Financial Modeling",https://glints.com/vn/opportunities/jobs/financial-planning-analysis/a57ed879-8e08-4a66-9e12-3979933e44e1
249,Sale Admin,Công Ty Cổ Phần Truyền Thông Medihub,"Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,5 months ago,26 days ago,"Sắp xếp và lập kế hoạch, Kỹ năng giao tiếp, Sắp Xếp Công Việc, Quản Lý Công Việc, Kỹ năng làm việc nhóm, xử lý tình huống., Điều Phối Công Việc",https://glints.com/vn/opportunities/jobs/sale-admin/879d635e-2863-497c-8af7-ae6588045b77
250,Supply Chain Officer,Annam Group,"Quận 1, Ho Chi Minh City, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Administrative,8 months ago,9 hours ago,"Customer Service, Teamwork, Export & Import Process, Logistics/supply Chain, Microsoft Office, Fluent In English Both Oral And Written",https://glints.com/vn/opportunities/jobs/supply-chain-officer/5dfc85c0-990a-42d0-8625-a01819f72328
251,Thực Tập Sinh Kinh Doanh,CMC Saigon Technology and Solution,"Quận 7, Ho Chi Minh City, Vietnam",,Dưới một năm kinh nghiệm,Thực Tập,Business Development / Sales,2 months ago,2 months ago,"English, Communication, Microsoft Office, Good Communication Skills",https://glints.com/vn/opportunities/jobs/thuc-tap-sinh-kinh-doanh/51198bf4-066c-4fc2-912c-cb7c30a2a584
252,Trưởng Nhóm Resales ,F99,"Hà Nội, Vietnam",,1 - 3 năm kinh nghiệm,Việc làm fulltime,Business Development / Sales,9 days ago,7 days ago,"Telesales, Nhiệt Tình, Chăm Sóc Khách Hàng",https://glints.com/vn/opportunities/jobs/truong-nhom-resales/aa4921d7-3624-4b41-afe3-2c7548df3b0d
